,Season,Team_footywire,Player,SC_footywire,season_team_name_id,Player ID,Year,Team_fanfooty,Full Name,SC_fanfooty,fuzzy_match_name,fuzzy_season_team_name
606,2019,Hawthorn,Benjamin Stratton,42.19047619047619,2019_Hawthorn_Benjamin Stratton,280471.0,2019.0,Hawthorn,Ben Stratton,43.473684210526315,Ben Stratton,2019_Hawthorn_Ben Stratton
607,2010,Adelaide,Bernie Vince,78.66666666666667,2010_Adelaide_Bernie Vince,261142.0,2010.0,Adelaide,Bernie Vince,80.46153846153847,,
608,2011,Adelaide,Bernie Vince,87.76470588235294,2011_Adelaide_Bernie Vince,261142.0,2011.0,Adelaide,Bernie Vince,87.76470588235294,,
609,2012,Adelaide,Bernie Vince,85.25,2012_Adelaide_Bernie Vince,261142.0,2012.0,Adelaide,Bernie Vince,85.15,,
610,2013,Adelaide,Bernie Vince,78.66666666666667,2013_Adelaide_Bernie Vince,261142.0,2013.0,Adelaide,Bernie Vince,78.47619047619048,,
611,2014,Melbourne,Bernie Vince,95.22727272727273,2014_Melbourne_Bernie Vince,261142.0,2014.0,Melbourne,Bernie Vince,94.63636363636364,,
612,2015,Melbourne,Bernie Vince,98.0952380952381,2015_Melbourne_Bernie Vince,261142.0,2015.0,Melbourne,Bernie Vince,97.76190476190476,,
613,2016,Melbourne,Bernie Vince,92.0952380952381,2016_Melbourne_Bernie Vince,261142.0,2016.0,Melbourne,Bernie Vince,91.66666666666667,,
614,2017,Melbourne,Bernie Vince,74.05263157894737,2017_Melbourne_Bernie Vince,261142.0,2017.0,Melbourne,Bernie Vince,74.05263157894737,,
615,2018,Melbourne,Bernie Vince,63.529411764705884,2018_Melbourne_Bernie Vince,261142.0,2018.0,Melbourne,Bernie Vince,63.529411764705884,,
616,2012,Geelong,Billie Smedts,48.57142857142857,2012_Geelong_Billie Smedts,290783.0,2012.0,Geelong,Billie Smedts,48.785714285714285,,
617,2013,Geelong,Billie Smedts,53.92307692307692,2013_Geelong_Billie Smedts,290783.0,2013.0,Geelong,Billie Smedts,53.92307692307692,,
618,2014,Geelong,Billie Smedts,40.166666666666664,2014_Geelong_Billie Smedts,290783.0,2014.0,Geelong,Billie Smedts,40.166666666666664,,
619,2015,Geelong,Billie Smedts,35.25,2015_Geelong_Billie Smedts,290783.0,2015.0,Geelong,Billie Smedts,35.25,,
620,2016,Geelong,Billie Smedts,57.0,2016_Geelong_Billie Smedts,290783.0,2016.0,Geelong,Billie Smedts,57.0,,
621,2017,Carlton,Billie Smedts,43.333333333333336,2017_Carlton_Billie Smedts,290783.0,2017.0,Carlton,Billie Smedts,43.333333333333336,,
622,2015,Brisbane,Billy Evans,40.6,2015_Brisbane_Billy Evans,992450.0,2015.0,Brisbane,Billy Evans,40.6,,
623,2016,Brisbane,Billy Evans,43.0,2016_Brisbane_Billy Evans,992450.0,2016.0,Brisbane,Billy Evans,41.5,,
624,2018,Port Adelaide,Billy Frampton,44.0,2018_Port Adelaide_Billy Frampton,991773.0,2018.0,Port Adelaide,Billy Frampton,44.0,,
625,2019,Port Adelaide,Billy Frampton,43.5,2019_Port Adelaide_Billy Frampton,991773.0,2019.0,Port Adelaide,Billy Frampton,43.5,,
626,2018,Western Bulldogs,Billy Gowers,61.2,2018_Western Bulldogs_Billy Gowers,298277.0,2018.0,Western Bulldogs,Billy Gowers,61.2,,
627,2019,Western Bulldogs,Billy Gowers,45.833333333333336,2019_Western Bulldogs_Billy Gowers,298277.0,2019.0,Western Bulldogs,Billy Gowers,48.6,,
628,2014,Hawthorn,Billy Hartung,36.42857142857143,2014_Hawthorn_Billy Hartung,296198.0,2014.0,Hawthorn,Billy Hartung,36.42857142857143,,
629,2015,Hawthorn,Billy Hartung,54.9,2015_Hawthorn_Billy Hartung,296198.0,2015.0,Hawthorn,Billy Hartung,56.78947368421053,,
630,2016,Hawthorn,Billy Hartung,69.0,2016_Hawthorn_Billy Hartung,296198.0,2016.0,Hawthorn,Billy Hartung,70.33333333333333,,
631,2017,Hawthorn,Billy Hartung,73.22222222222223,2017_Hawthorn_Billy Hartung,296198.0,2017.0,Hawthorn,Billy Hartung,73.22222222222223,,
632,2018,North Melbourne,Billy Hartung,64.6923076923077,2018_North Melbourne_Billy Hartung,296198.0,2018.0,North Melbourne,Billy Hartung,64.6923076923077,,
633,2012,Brisbane,Billy Longer,58.2,2012_Brisbane_Billy Longer,291828.0,2012.0,Brisbane,Billy Longer,57.4,,
634,2013,Brisbane,Billy Longer,51.75,2013_Brisbane_Billy Longer,291828.0,2013.0,Brisbane,Billy Longer,51.75,,
635,2014,St Kilda,Billy Longer,65.3125,2014_St Kilda_Billy Longer,291828.0,2014.0,St Kilda,Billy Longer,65.3125,,
636,2015,St Kilda,Billy Longer,68.33333333333333,2015_St Kilda_Billy Longer,291828.0,2015.0,St Kilda,Billy Longer,68.38888888888889,,
637,2017,St Kilda,Billy Longer,78.11764705882354,2017_St Kilda_Billy Longer,291828.0,2017.0,St Kilda,Billy Longer,78.11764705882354,,
638,2018,St Kilda,Billy Longer,53.4,2018_St Kilda_Billy Longer,291828.0,2018.0,St Kilda,Billy Longer,53.4,,
639,2019,St Kilda,Billy Longer,57.0,2019_St Kilda_Billy Longer,291828.0,2019.0,St Kilda,Billy Longer,57.0,,
640,2015,Melbourne,Billy Stretch,46.72727272727273,2015_Melbourne_Billy Stretch,297139.0,2015.0,Melbourne,Billy Stretch,46.90909090909091,,
641,2016,Melbourne,Billy Stretch,68.1875,2016_Melbourne_Billy Stretch,297139.0,2016.0,Melbourne,Billy Stretch,68.125,,
642,2017,Melbourne,Billy Stretch,71.44444444444444,2017_Melbourne_Billy Stretch,297139.0,2017.0,Melbourne,Billy Stretch,71.44444444444444,,
643,2018,Melbourne,Billy Stretch,75.0,2018_Melbourne_Billy Stretch,297139.0,2018.0,Melbourne,Billy Stretch,75.0,,
644,2019,Melbourne,Billy Stretch,72.45454545454545,2019_Melbourne_Billy Stretch,297139.0,2019.0,Melbourne,Billy Stretch,71.55555555555556,,
645,2015,Carlton,Blaine Boekhorst,52.0,2015_Carlton_Blaine Boekhorst,295199.0,2015.0,Carlton,Blaine Boekhorst,51.90909090909091,,
646,2016,Carlton,Blaine Boekhorst,57.857142857142854,2016_Carlton_Blaine Boekhorst,295199.0,2016.0,Carlton,Blaine Boekhorst,55.0,,
647,2017,Carlton,Blaine Boekhorst,72.0,2017_Carlton_Blaine Boekhorst,295199.0,2017.0,Carlton,Blaine Boekhorst,72.0,,
648,2014,Carlton,Blaine Johnson,32.8,2014_Carlton_Blaine Johnson,990425.0,2014.0,Carlton,Blaine Johnson,32.6,,
649,2015,Carlton,Blaine Johnson,32.0,2015_Carlton_Blaine Johnson,990425.0,2015.0,Carlton,Blaine Johnson,32.0,,
650,2014,St Kilda,Blake Acres,51.333333333333336,2014_St Kilda_Blake Acres,296294.0,2014.0,St Kilda,Blake Acres,51.333333333333336,,
651,2015,St Kilda,Blake Acres,47.57142857142857,2015_St Kilda_Blake Acres,296294.0,2015.0,St Kilda,Blake Acres,47.57142857142857,,
652,2016,St Kilda,Blake Acres,75.375,2016_St Kilda_Blake Acres,296294.0,2016.0,St Kilda,Blake Acres,75.1875,,
653,2017,St Kilda,Blake Acres,75.0,2017_St Kilda_Blake Acres,296294.0,2017.0,St Kilda,Blake Acres,75.0,,
654,2018,St Kilda,Blake Acres,88.41666666666667,2018_St Kilda_Blake Acres,296294.0,2018.0,St Kilda,Blake Acres,88.41666666666667,,
655,2019,St Kilda,Blake Acres,71.52380952380952,2019_St Kilda_Blake Acres,296294.0,2019.0,St Kilda,Blake Acres,70.78947368421052,,
656,2016,Hawthorn,Blake Hardwick,31.0,2016_Hawthorn_Blake Hardwick,993794.0,2016.0,Hawthorn,Blake Hardwick,31.0,,
657,2017,Hawthorn,Blake Hardwick,63.526315789473685,2017_Hawthorn_Blake Hardwick,993794.0,2017.0,Hawthorn,Blake Hardwick,63.526315789473685,,
658,2018,Hawthorn,Blake Hardwick,73.66666666666667,2018_Hawthorn_Blake Hardwick,993794.0,2018.0,Hawthorn,Blake Hardwick,73.66666666666667,,
659,2019,Hawthorn,Blake Hardwick,78.20833333333333,2019_Hawthorn_Blake Hardwick,993794.0,2019.0,Hawthorn,Blake Hardwick,79.0,,
660,2013,West Coast,Blayne Wilson,66.14285714285714,2013_West Coast_Blayne Wilson,290833.0,2013.0,West Coast,Blayne Wilson,66.14285714285714,,
661,2014,West Coast,Blayne Wilson,67.5,2014_West Coast_Blayne Wilson,290833.0,2014.0,West Coast,Blayne Wilson,67.5,,
662,2013,Adelaide,Brad Crouch,87.14285714285714,2013_Adelaide_Brad Crouch,294307.0,2013.0,Adelaide,Brad Crouch,87.21428571428571,,
663,2014,Adelaide,Brad Crouch,94.54545454545455,2014_Adelaide_Brad Crouch,294307.0,2014.0,Adelaide,Brad Crouch,94.54545454545455,,
664,2016,Adelaide,Brad Crouch,84.625,2016_Adelaide_Brad Crouch,294307.0,2016.0,Adelaide,Brad Crouch,84.8125,,
665,2017,Adelaide,Brad Crouch,98.25,2017_Adelaide_Brad Crouch,294307.0,2017.0,Adelaide,Brad Crouch,98.25,,
666,2019,Adelaide,Brad Crouch,96.91666666666667,2019_Adelaide_Brad Crouch,294307.0,2019.0,Adelaide,Brad Crouch,98.36363636363636,,
667,2010,Collingwood,Brad Dick,80.5,2010_Collingwood_Brad Dick,270571.0,2010.0,Collingwood,Brad Dick,80.5,,
668,2011,Collingwood,Brad Dick,22.0,2011_Collingwood_Brad Dick,270571.0,2011.0,Collingwood,Brad Dick,22.0,,
669,2010,West Coast,Brad Ebert,67.66666666666667,2010_West Coast_Brad Ebert,261911.0,2010.0,West Coast,Brad Ebert,69.36842105263158,,
670,2011,West Coast,Brad Ebert,62.95454545454545,2011_West Coast_Brad Ebert,261911.0,2011.0,West Coast,Brad Ebert,62.95454545454545,,
671,2012,Port Adelaide,Brad Ebert,100.04545454545455,2012_Port Adelaide_Brad Ebert,261911.0,2012.0,Port Adelaide,Brad Ebert,82.5909090909091,,
672,2013,Port Adelaide,Brad Ebert,98.0,2013_Port Adelaide_Brad Ebert,261911.0,2013.0,Port Adelaide,Brad Ebert,98.08333333333333,,
673,2014,Port Adelaide,Brad Ebert,94.08,2014_Port Adelaide_Brad Ebert,261911.0,2014.0,Port Adelaide,Brad Ebert,94.0,,
674,2015,Port Adelaide,Brad Ebert,96.95454545454545,2015_Port Adelaide_Brad Ebert,261911.0,2015.0,Port Adelaide,Brad Ebert,96.63636363636364,,
675,2016,Port Adelaide,Brad Ebert,80.33333333333333,2016_Port Adelaide_Brad Ebert,261911.0,2016.0,Port Adelaide,Brad Ebert,80.19047619047619,,
676,2017,Port Adelaide,Brad Ebert,99.26086956521739,2017_Port Adelaide_Brad Ebert,261911.0,2017.0,Port Adelaide,Brad Ebert,99.17391304347827,,
677,2018,Port Adelaide,Brad Ebert,86.86363636363636,2018_Port Adelaide_Brad Ebert,261911.0,2018.0,Port Adelaide,Brad Ebert,86.86363636363636,,
678,2019,Port Adelaide,Brad Ebert,82.23076923076923,2019_Port Adelaide_Brad Ebert,261911.0,2019.0,Port Adelaide,Brad Ebert,76.45454545454545,,
679,2010,Carlton,Brad Fisher,45.0,2010_Carlton_Brad Fisher,230244.0,2010.0,Carlton,Brad Fisher,44.0,,
680,2010,Melbourne,Brad Green,94.61111111111111,2010_Melbourne_Brad Green,200054.0,2010.0,Melbourne,Brad Green,95.15789473684211,,
681,2011,Melbourne,Brad Green,77.95238095238095,2011_Melbourne_Brad Green,200054.0,2011.0,Melbourne,Brad Green,77.95238095238095,,
682,2012,Melbourne,Brad Green,60.15384615384615,2012_Melbourne_Brad Green,200054.0,2012.0,Melbourne,Brad Green,60.53846153846154,,
683,2010,Western Bulldogs,Brad Johnson,62.642857142857146,2010_Western Bulldogs_Brad Johnson,960258.0,2010.0,Western Bulldogs,Brad Johnson,63.0,,
684,2010,Melbourne,Brad Miller,46.8,2010_Melbourne_Brad Miller,220071.0,2010.0,Melbourne,Brad Miller,46.4,,
685,2011,Richmond,Brad Miller,57.785714285714285,2011_Richmond_Brad Miller,220071.0,2011.0,Richmond,Brad Miller,57.785714285714285,,
686,2012,Richmond,Brad Miller,62.4,2012_Richmond_Brad Miller,220071.0,2012.0,Richmond,Brad Miller,61.9,,
687,2011,Adelaide,Brad Moran,42.75,2011_Adelaide_Brad Moran,250045.0,2011.0,Adelaide,Brad Moran,42.75,,
688,2010,Geelong,Brad Ottens,66.33333333333333,2010_Geelong_Brad Ottens,980064.0,2010.0,Geelong,Brad Ottens,66.61538461538461,,
689,2011,Geelong,Brad Ottens,97.4,2011_Geelong_Brad Ottens,980064.0,2011.0,Geelong,Brad Ottens,97.4,,
690,2017,Gold Coast,Brad Scheer,36.25,2017_Gold Coast_Brad Scheer,998257.0,2017.0,Gold Coast,Brad Scheer,36.25,,
691,2018,Gold Coast,Brad Scheer,60.333333333333336,2018_Gold Coast_Brad Scheer,998257.0,2018.0,Gold Coast,Brad Scheer,60.333333333333336,,
692,2010,Hawthorn,Brad Sewell,94.63157894736842,2010_Hawthorn_Brad Sewell,230197.0,2010.0,Hawthorn,Brad Sewell,95.47368421052632,,
693,2011,Hawthorn,Brad Sewell,94.9090909090909,2011_Hawthorn_Brad Sewell,230197.0,2011.0,Hawthorn,Brad Sewell,94.9090909090909,,
694,2012,Hawthorn,Brad Sewell,102.91666666666667,2012_Hawthorn_Brad Sewell,230197.0,2012.0,Hawthorn,Brad Sewell,102.91666666666667,,
695,2013,Hawthorn,Brad Sewell,78.71428571428571,2013_Hawthorn_Brad Sewell,230197.0,2013.0,Hawthorn,Brad Sewell,78.71428571428571,,
696,2014,Hawthorn,Brad Sewell,75.0,2014_Hawthorn_Brad Sewell,230197.0,2014.0,Hawthorn,Brad Sewell,75.0,,
697,2010,Adelaide,Brad Symes,86.63636363636364,2010_Adelaide_Brad Symes,230215.0,2010.0,Adelaide,Brad Symes,86.81818181818181,,
698,2011,Adelaide,Brad Symes,67.36363636363636,2011_Adelaide_Brad Symes,230215.0,2011.0,Adelaide,Brad Symes,67.36363636363636,,
699,2012,Adelaide,Brad Symes,27.0,2012_Adelaide_Brad Symes,230215.0,2012.0,Adelaide,Brad Symes,27.0,,
700,2010,West Coast,Bradd Dalziell,77.0,2010_West Coast_Bradd Dalziell,260546.0,2010.0,West Coast,Bradd Dalziell,77.42857142857143,,
701,2011,West Coast,Bradd Dalziell,16.0,2011_West Coast_Bradd Dalziell,260546.0,2011.0,West Coast,Bradd Dalziell,16.0,,
702,2012,West Coast,Bradd Dalziell,59.0,2012_West Coast_Bradd Dalziell,260546.0,2012.0,West Coast,Bradd Dalziell,59.0,,
703,2013,West Coast,Bradd Dalziell,68.41176470588235,2013_West Coast_Bradd Dalziell,260546.0,2013.0,West Coast,Bradd Dalziell,68.41176470588235,,
704,2014,Geelong,Bradley Hartman,35.0,2014_Geelong_Bradley Hartman,295138.0,2014.0,Geelong,Brad Hartman,35.0,Brad Hartman,2014_Geelong_Brad Hartman
705,2011,Richmond,Bradley Helbig,38.9,2011_Richmond_Bradley Helbig,293315.0,2011.0,Richmond,Bradley Helbig,38.9,,
706,2012,Richmond,Bradley Helbig,27.8,2012_Richmond_Bradley Helbig,293315.0,2012.0,Richmond,Bradley Helbig,27.8,,
707,2013,Richmond,Bradley Helbig,17.0,2013_Richmond_Bradley Helbig,293315.0,2013.0,Richmond,Bradley Helbig,17.0,,
708,2012,Hawthorn,Bradley Hill,28.4,2012_Hawthorn_Bradley Hill,295584.0,2012.0,Hawthorn,Bradley Hill,28.4,,
709,2013,Hawthorn,Bradley Hill,60.75,2013_Hawthorn_Bradley Hill,295584.0,2013.0,Hawthorn,Bradley Hill,60.75,,
710,2014,Hawthorn,Bradley Hill,78.0909090909091,2014_Hawthorn_Bradley Hill,295584.0,2014.0,Hawthorn,Bradley Hill,78.0909090909091,,
711,2015,Hawthorn,Bradley Hill,77.75,2015_Hawthorn_Bradley Hill,295584.0,2015.0,Hawthorn,Bradley Hill,77.75,,
712,2016,Hawthorn,Bradley Hill,66.15,2016_Hawthorn_Bradley Hill,295584.0,2016.0,Hawthorn,Bradley Hill,66.05,,
713,2017,Fremantle,Bradley Hill,79.13636363636364,2017_Fremantle_Bradley Hill,295584.0,2017.0,Fremantle,Bradley Hill,79.18181818181819,,
714,2018,Fremantle,Bradley Hill,78.6,2018_Fremantle_Bradley Hill,295584.0,2018.0,Fremantle,Bradley Hill,78.6,,
715,2019,Fremantle,Bradley Hill,84.66666666666667,2019_Fremantle_Bradley Hill,295584.0,2019.0,Fremantle,Bradley Hill,84.22727272727273,,
716,2018,Western Bulldogs,Bradley Lynch,50.888888888888886,2018_Western Bulldogs_Bradley Lynch,994410.0,2018.0,Western Bulldogs,Brad Lynch,50.888888888888886,Brad Lynch,2018_Western Bulldogs_Brad Lynch
717,2012,North Melbourne,Bradley McKenzie,9.0,2012_North Melbourne_Bradley McKenzie,291963.0,2012.0,North Melbourne,Brad McKenzie,9.0,Brad McKenzie,2012_North Melbourne_Brad McKenzie
718,2013,North Melbourne,Bradley McKenzie,41.2,2013_North Melbourne_Bradley McKenzie,291963.0,2013.0,North Melbourne,Brad McKenzie,41.2,Brad McKenzie,2013_North Melbourne_Brad McKenzie
719,2014,North Melbourne,Bradley McKenzie,50.1,2014_North Melbourne_Bradley McKenzie,291963.0,2014.0,North Melbourne,Brad McKenzie,50.1,Brad McKenzie,2014_North Melbourne_Brad McKenzie
720,2015,North Melbourne,Bradley McKenzie,64.0,2015_North Melbourne_Bradley McKenzie,291963.0,2015.0,North Melbourne,Brad McKenzie,64.0,Brad McKenzie,2015_North Melbourne_Brad McKenzie
721,2016,North Melbourne,Bradley McKenzie,69.92857142857143,2016_North Melbourne_Bradley McKenzie,291963.0,2016.0,North Melbourne,Brad McKenzie,69.92857142857143,Brad McKenzie,2016_North Melbourne_Brad McKenzie
722,2019,Gold Coast,Bradley Scheer,34.333333333333336,2019_Gold Coast_Bradley Scheer,998257.0,2019.0,Gold Coast,Brad Scheer,34.333333333333336,Brad Scheer,2019_Gold Coast_Brad Scheer
723,2010,West Coast,Bradley Sheppard,59.92857142857143,2010_West Coast_Bradley Sheppard,281080.0,2010.0,West Coast,Brad Sheppard,59.714285714285715,Brad Sheppard,2010_West Coast_Brad Sheppard
724,2011,West Coast,Bradley Sheppard,56.666666666666664,2011_West Coast_Bradley Sheppard,281080.0,2011.0,West Coast,Brad Sheppard,56.666666666666664,Brad Sheppard,2011_West Coast_Brad Sheppard
725,2012,West Coast,Bradley Sheppard,55.5,2012_West Coast_Bradley Sheppard,281080.0,2012.0,West Coast,Brad Sheppard,55.666666666666664,Brad Sheppard,2012_West Coast_Brad Sheppard
726,2013,West Coast,Bradley Sheppard,50.30769230769231,2013_West Coast_Bradley Sheppard,281080.0,2013.0,West Coast,Brad Sheppard,50.30769230769231,Brad Sheppard,2013_West Coast_Brad Sheppard
727,2014,West Coast,Bradley Sheppard,66.64285714285714,2014_West Coast_Bradley Sheppard,281080.0,2014.0,West Coast,Brad Sheppard,66.85714285714286,Brad Sheppard,2014_West Coast_Brad Sheppard
728,2015,West Coast,Bradley Sheppard,76.16,2015_West Coast_Bradley Sheppard,281080.0,2015.0,West Coast,Brad Sheppard,75.96,Brad Sheppard,2015_West Coast_Brad Sheppard
729,2016,West Coast,Bradley Sheppard,65.69565217391305,2016_West Coast_Bradley Sheppard,281080.0,2016.0,West Coast,Brad Sheppard,65.52173913043478,Brad Sheppard,2016_West Coast_Brad Sheppard
730,2017,West Coast,Bradley Sheppard,61.041666666666664,2017_West Coast_Bradley Sheppard,281080.0,2017.0,West Coast,Brad Sheppard,61.041666666666664,Brad Sheppard,2017_West Coast_Brad Sheppard
731,2018,West Coast,Bradley Sheppard,73.82608695652173,2018_West Coast_Bradley Sheppard,281080.0,2018.0,West Coast,Brad Sheppard,73.82608695652173,Brad Sheppard,2018_West Coast_Brad Sheppard
732,2019,West Coast,Bradley Sheppard,82.23076923076923,2019_West Coast_Bradley Sheppard,281080.0,2019.0,West Coast,Brad Sheppard,82.04166666666667,Brad Sheppard,2019_West Coast_Brad Sheppard
733,2015,Carlton,Bradley Walsh,16.0,2015_Carlton_Bradley Walsh,990397.0,2015.0,Carlton,Bradley Walsh,15.666666666666666,,
734,2015,Fremantle,Brady Grey,63.0,2015_Fremantle_Brady Grey,993192.0,2015.0,Fremantle,Brady Grey,63.0,,
735,2016,Fremantle,Brady Grey,67.0,2016_Fremantle_Brady Grey,993192.0,2016.0,Fremantle,Brady Grey,67.0,,
736,2017,Fremantle,Brady Grey,46.214285714285715,2017_Fremantle_Brady Grey,993192.0,2017.0,Fremantle,Brady Grey,46.214285714285715,,
737,2018,Fremantle,Brady Grey,50.25,2018_Fremantle_Brady Grey,993192.0,2018.0,Fremantle,Brady Grey,50.25,,
738,2010,North Melbourne,Brady Rawlings,95.11111111111111,2010_North Melbourne_Brady Rawlings,990055.0,2010.0,North Melbourne,Brady Rawlings,95.57894736842105,,
739,2011,North Melbourne,Brady Rawlings,76.63636363636364,2011_North Melbourne_Brady Rawlings,990055.0,2011.0,North Melbourne,Brady Rawlings,76.63636363636364,,
740,2017,Geelong,Brandan Parfitt,53.733333333333334,2017_Geelong_Brandan Parfitt,298419.0,2017.0,Geelong,Brandan Parfitt,53.733333333333334,,
741,2018,Geelong,Brandan Parfitt,78.52631578947368,2018_Geelong_Brandan Parfitt,298419.0,2018.0,Geelong,Brandan Parfitt,78.52631578947368,,
742,2019,Geelong,Brandan Parfitt,79.0,2019_Geelong_Brandan Parfitt,298419.0,2019.0,Geelong,Brandan Parfitt,78.05,,
743,2012,Richmond,Brandon Ellis,56.095238095238095,2012_Richmond_Brandon Ellis,293713.0,2012.0,Richmond,Brandon Ellis,56.142857142857146,,
744,2013,Richmond,Brandon Ellis,80.38095238095238,2013_Richmond_Brandon Ellis,293713.0,2013.0,Richmond,Brandon Ellis,80.38095238095238,,
745,2014,Richmond,Brandon Ellis,95.65217391304348,2014_Richmond_Brandon Ellis,293713.0,2014.0,Richmond,Brandon Ellis,95.65217391304348,,
746,2015,Richmond,Brandon Ellis,97.21739130434783,2015_Richmond_Brandon Ellis,293713.0,2015.0,Richmond,Brandon Ellis,96.26086956521739,,
747,2016,Richmond,Brandon Ellis,85.36363636363636,2016_Richmond_Brandon Ellis,293713.0,2016.0,Richmond,Brandon Ellis,86.5,,
748,2017,Richmond,Brandon Ellis,87.32,2017_Richmond_Brandon Ellis,293713.0,2017.0,Richmond,Brandon Ellis,87.44,,
749,2018,Richmond,Brandon Ellis,71.38888888888889,2018_Richmond_Brandon Ellis,293713.0,2018.0,Richmond,Brandon Ellis,71.38888888888889,,
750,2019,Richmond,Brandon Ellis,84.88,2019_Richmond_Brandon Ellis,293713.0,2019.0,Richmond,Brandon Ellis,82.1304347826087,,
751,2013,Sydney,Brandon Jack,35.55555555555556,2013_Sydney_Brandon Jack,295906.0,2013.0,Sydney,Brandon Jack,35.111111111111114,,
752,2014,Sydney,Brandon Jack,28.0,2014_Sydney_Brandon Jack,295906.0,2014.0,Sydney,Brandon Jack,28.0,,
753,2015,Sydney,Brandon Jack,47.2,2015_Sydney_Brandon Jack,295906.0,2015.0,Sydney,Brandon Jack,46.666666666666664,,
754,2017,Sydney,Brandon Jack,42.0,2017_Sydney_Brandon Jack,295906.0,2017.0,Sydney,Brandon Jack,42.0,,
755,2011,Gold Coast,Brandon Matera,61.416666666666664,2011_Gold Coast_Brandon Matera,290817.0,2011.0,Gold Coast,Brandon Matera,61.416666666666664,,
756,2012,Gold Coast,Brandon Matera,66.88235294117646,2012_Gold Coast_Brandon Matera,290817.0,2012.0,Gold Coast,Brandon Matera,66.82352941176471,,
757,2013,Gold Coast,Brandon Matera,59.5,2013_Gold Coast_Brandon Matera,290817.0,2013.0,Gold Coast,Brandon Matera,59.5,,
758,2014,Gold Coast,Brandon Matera,74.625,2014_Gold Coast_Brandon Matera,290817.0,2014.0,Gold Coast,Brandon Matera,74.625,,
759,2015,Gold Coast,Brandon Matera,68.6842105263158,2015_Gold Coast_Brandon Matera,290817.0,2015.0,Gold Coast,Brandon Matera,68.36842105263158,,
760,2016,Gold Coast,Brandon Matera,61.0,2016_Gold Coast_Brandon Matera,290817.0,2016.0,Gold Coast,Brandon Matera,62.1875,,
761,2017,Gold Coast,Brandon Matera,76.0,2017_Gold Coast_Brandon Matera,290817.0,2017.0,Gold Coast,Brandon Matera,75.3,,
762,2018,Fremantle,Brandon Matera,61.388888888888886,2018_Fremantle_Brandon Matera,290817.0,2018.0,Fremantle,Brandon Matera,61.388888888888886,,
763,2019,Fremantle,Brandon Matera,64.9090909090909,2019_Fremantle_Brandon Matera,290817.0,2019.0,Fremantle,Brandon Matera,63.05,,
764,2018,Brisbane,Brandon Starcevich,48.5,2018_Brisbane_Brandon Starcevich,1002401.0,2018.0,Brisbane,Brandon Starcevich,48.5,,
765,2019,Brisbane,Brandon Starcevich,34.0,2019_Brisbane_Brandon Starcevich,1002401.0,2019.0,Brisbane,Brandon Starcevich,34.0,,
766,2016,St Kilda,Brandon White,45.0,2016_St Kilda_Brandon White,993821.0,2016.0,St Kilda,Brandon White,45.0,,
767,2017,St Kilda,Brandon White,58.666666666666664,2017_St Kilda_Brandon White,993821.0,2017.0,St Kilda,Brandon White,58.666666666666664,,
768,2018,St Kilda,Brandon White,53.5,2018_St Kilda_Brandon White,993821.0,2018.0,St Kilda,Brandon White,53.5,,
769,2019,St Kilda,Brandon White,66.0,2019_St Kilda_Brandon White,993821.0,2019.0,St Kilda,Brandon White,66.0,,
770,2019,Essendon,Brandon Z-Thatcher,58.0,2019_Essendon_Brandon Z-Thatcher,1004034.0,2019.0,Essendon,Brandon Zerk-Thatcher,58.0,Brandon Zerk-Thatcher,2019_Essendon_Brandon Zerk-Thatcher
771,2014,West Coast,Brant Colledge,44.0,2014_West Coast_Brant Colledge,294506.0,2014.0,West Coast,Brant Colledge,44.5,,
772,2015,West Coast,Brant Colledge,17.0,2015_West Coast_Brant Colledge,294506.0,2015.0,West Coast,Brant Colledge,17.0,,
773,2018,West Coast,Brayden Ainsworth,54.0,2018_West Coast_Brayden Ainsworth,1004356.0,2018.0,West Coast,Brayden Ainsworth,54.0,,
774,2018,Gold Coast,Brayden Crossley,49.9,2018_Gold Coast_Brayden Crossley,1002350.0,2018.0,Gold Coast,Brayden Crossley,49.9,,
775,2016,Gold Coast,Brayden Fiorini,85.5,2016_Gold Coast_Brayden Fiorini,993799.0,2016.0,Gold Coast,Brayden Fiorini,85.5,,
776,2017,Gold Coast,Brayden Fiorini,70.46153846153847,2017_Gold Coast_Brayden Fiorini,993799.0,2017.0,Gold Coast,Brayden Fiorini,70.46153846153847,,
777,2018,Gold Coast,Brayden Fiorini,81.45454545454545,2018_Gold Coast_Brayden Fiorini,993799.0,2018.0,Gold Coast,Brayden Fiorini,81.45454545454545,,
778,2019,Gold Coast,Brayden Fiorini,89.26086956521739,2019_Gold Coast_Brayden Fiorini,993799.0,2019.0,Gold Coast,Brayden Fiorini,87.85714285714286,,
779,2019,Essendon,Brayden Ham,47.6,2019_Essendon_Brayden Ham,1008190.0,2019.0,Essendon,Brayden Ham,47.6,,
780,2015,Collingwood,Brayden Maynard,56.77777777777778,2015_Collingwood_Brayden Maynard,992010.0,2015.0,Collingwood,Brayden Maynard,56.77777777777778,,
781,2016,Collingwood,Brayden Maynard,68.95,2016_Collingwood_Brayden Maynard,992010.0,2016.0,Collingwood,Brayden Maynard,68.85,,
782,2017,Collingwood,Brayden Maynard,71.81818181818181,2017_Collingwood_Brayden Maynard,992010.0,2017.0,Collingwood,Brayden Maynard,71.81818181818181,,
